unit_id,ori_dg,tf_dg,preferred_orientation,preferred_temporal_frequency,osi_dg,dsi_dg,cv_os_dg,cv_ds_dg,peak_dff_dg
1577,2,1,90.0,2.0,0.40540540540540543,0.0,0.23787957207444574,0.7094123701743774,0.6933333333333334
1578,2,1,90.0,2.0,1.0,0.0,0.6324555320336759,0.8940980119480991,0.08
1579,3,4,135.0,15.0,0.3033707865168539,0.0,0.15587603176276493,0.6229915966879245,2.32
1580,2,1,90.0,2.0,0.33333333333333337,0.0,0.23667423260323198,0.6891071893521817,0.16
1581,0,3,0.0,8.0,0.6153846153846155,0.0,0.3713960438531299,0.5479301232755377,0.56
1582,0,1,0.0,2.0,0.042689837551945525,0.0,0.025538434547995734,0.6439590978735835,18.4
1583,3,4,135.0,15.0,0.1312384473197782,0.0,0.0759674373403582,0.6485015394064496,4.08
1584,3,4,135.0,15.0,0.12513368983957224,0.0,0.062409116143218826,0.6379869003423012,7.013333333333334
1585,1,2,45.0,4.0,0.01292824822236387,0.0,0.015257262835425058,0.6514087362201985,20.89333333333325
1586,0,2,0.0,4.0,0.2765957446808511,0.0,0.17664247413942133,0.6542612432196563,0.4
1587,1,2,45.0,4.0,0.4181818181818181,0.0,0.27307624781205997,0.7126591111315597,0.52
1588,1,2,45.0,4.0,0.11154219204655479,0.0,0.0768703814562544,0.6583707778450992,7.6399999999999695
1589,1,2,45.0,4.0,0.09389671361502105,0.0,0.0636335327943627,0.6573544893886111,6.213333333333303
1590,3,1,135.0,2.0,0.10533910533910527,0.0,0.056191653957435014,0.6448111434009127,5.1066666666666665
1591,1,2,45.0,4.0,0.14149443561208108,0.0,0.11354291611828857,0.6565415696281522,9.573333333333302
1592,0,2,0.0,4.0,0.0,0.0,3.061276722312012e-17,0.6627154134901978,0.16
1593,3,4,135.0,15.0,0.10416666666666669,0.0,0.05841865673269196,0.6472235379857552,6.36
1594,3,4,135.0,15.0,0.12240663900414939,0.0,0.07441163722638507,0.6506924963842688,7.213333333333333
1595,1,1,45.0,2.0,0.2727272727272727,0.0,0.17588055002263364,0.680931743291203,1.4933333333333334
1596,0,1,0.0,2.0,0.009630818619582673,0.0,0.010988049029482982,0.6547869817211256,8.386666666666667
1597,1,2,45.0,4.0,0.13656387665198064,0.0,0.09737341992636488,0.6593481244481606,5.1599999999999815
1598,1,2,45.0,4.0,0.06436781609195204,0.0,0.0516357154283292,0.652753456669389,6.173333333333309
1599,3,4,135.0,15.0,0.1251580278128951,0.0,0.06790985424475024,0.6440662357918172,5.933333333333334
1600,1,4,45.0,15.0,0.19134775374376037,0.0,0.13192204470548982,0.7032993405112037,4.773333333333333
1601,3,4,135.0,15.0,0.17673378076062646,0.0,0.08807134894091415,0.6319918760125789,3.506666666666667
1602,1,2,45.0,4.0,0.17899761336515246,0.0,0.09808553536502275,0.6737465558923601,3.2933333333333152
1603,3,4,135.0,15.0,0.028154327424400445,0.0,0.014123094805092195,0.6498298719794481,6.573333333333333
1604,0,2,0.0,4.0,0.148936170212766,0.0,0.09940043617946426,0.6572593323666504,3.6
